FDASubstancePrefName	DRUGBANK_CA	DRUGBANK_BIO2RDF
GATIFLOXACIN	http://www.drugbank.ca/drugs/DB01044	http://bio2rdf.org/drugbank:DB01044
GEFITINIB	http://www.drugbank.ca/drugs/DB00317	http://bio2rdf.org/drugbank:DB00317
GEMCITABINE	http://www.drugbank.ca/drugs/DB00441	http://bio2rdf.org/drugbank:DB00441
GEMFIBROZIL	http://www.drugbank.ca/drugs/DB01241	http://bio2rdf.org/drugbank:DB01241
GEMIFLOXACIN	http://www.drugbank.ca/drugs/DB01155	http://bio2rdf.org/drugbank:DB01155
GEMTUZUMAB OZOGAMICIN	http://www.drugbank.ca/drugs/DB00056	http://bio2rdf.org/drugbank:DB00056
GENTAMICIN	http://www.drugbank.ca/drugs/DB00798	http://bio2rdf.org/drugbank:DB00798
GENTIAN VIOLET	http://www.drugbank.ca/drugs/DB00406	http://bio2rdf.org/drugbank:DB00406
GINKGO	http://www.drugbank.ca/drugs/DB01381	http://bio2rdf.org/drugbank:DB01381
GLIMEPIRIDE	http://www.drugbank.ca/drugs/DB00222	http://bio2rdf.org/drugbank:DB00222
GLIPIZIDE	http://www.drugbank.ca/drugs/DB01067	http://bio2rdf.org/drugbank:DB01067
GLUCAGON	http://www.drugbank.ca/drugs/DB00040	http://bio2rdf.org/drugbank:DB00040
GLUCONIC ACID	http://www.drugbank.ca/drugs/DB04304	http://bio2rdf.org/drugbank:DB04304
GLUTAMIC ACID	http://www.drugbank.ca/drugs/DB00142	http://bio2rdf.org/drugbank:DB00142
GLUTAMINE	http://www.drugbank.ca/drugs/DB00130	http://bio2rdf.org/drugbank:DB00130
GLUTAMINE	http://www.drugbank.ca/drugs/DB02174	http://bio2rdf.org/drugbank:DB02174
GLUTATHIONE	http://www.drugbank.ca/drugs/DB00143	http://bio2rdf.org/drugbank:DB00143
GLYBURIDE	http://www.drugbank.ca/drugs/DB01016	http://bio2rdf.org/drugbank:DB01016
GLYCERIN	http://www.drugbank.ca/drugs/DB04077	http://bio2rdf.org/drugbank:DB04077
GLYCINE	http://www.drugbank.ca/drugs/DB00145	http://bio2rdf.org/drugbank:DB00145
GLYCOLIC ACID	http://www.drugbank.ca/drugs/DB03085	http://bio2rdf.org/drugbank:DB03085
GLYCOPYRROLATE	http://www.drugbank.ca/drugs/DB00986	http://bio2rdf.org/drugbank:DB00986
GOSERELIN	http://www.drugbank.ca/drugs/DB00014	http://bio2rdf.org/drugbank:DB00014
GRANISETRON	http://www.drugbank.ca/drugs/DB00889	http://bio2rdf.org/drugbank:DB00889
GRISEOFULVIN	http://www.drugbank.ca/drugs/DB00400	http://bio2rdf.org/drugbank:DB00400
GUAIFENESIN	http://www.drugbank.ca/drugs/DB00874	http://bio2rdf.org/drugbank:DB00874
GUANABENZ	http://www.drugbank.ca/drugs/DB00629	http://bio2rdf.org/drugbank:DB00629
GUANFACINE	http://www.drugbank.ca/drugs/DB01018	http://bio2rdf.org/drugbank:DB01018
GUANIDINE	http://www.drugbank.ca/drugs/DB00536	http://bio2rdf.org/drugbank:DB00536
HALOBETASOL	http://www.drugbank.ca/drugs/DB00596	http://bio2rdf.org/drugbank:DB00596
HALOPERIDOL	http://www.drugbank.ca/drugs/DB00502	http://bio2rdf.org/drugbank:DB00502
HALOTHANE	http://www.drugbank.ca/drugs/DB01159	http://bio2rdf.org/drugbank:DB01159
HEPARIN	http://www.drugbank.ca/drugs/DB01109	http://bio2rdf.org/drugbank:DB01109
HEXACHLOROPHENE	http://www.drugbank.ca/drugs/DB00756	http://bio2rdf.org/drugbank:DB00756
HISTAMINE	http://www.drugbank.ca/drugs/DB00667	http://bio2rdf.org/drugbank:DB00667
HISTIDINE	http://www.drugbank.ca/drugs/DB00117	http://bio2rdf.org/drugbank:DB00117
HISTRELIN	http://www.drugbank.ca/drugs/DB06733	http://bio2rdf.org/drugbank:DB06733
HOMATROPINE METHYLBROMIDE	http://www.drugbank.ca/drugs/DB00725	http://bio2rdf.org/drugbank:DB00725
HYALURONIC ACID	http://www.drugbank.ca/drugs/DB08818	http://bio2rdf.org/drugbank:DB08818
HYALURONIDASE, OVINE	http://www.drugbank.ca/drugs/DB00070	http://bio2rdf.org/drugbank:DB00070
HYDRALAZINE	http://www.drugbank.ca/drugs/DB01275	http://bio2rdf.org/drugbank:DB01275
HYDROCHLOROTHIAZIDE	http://www.drugbank.ca/drugs/DB00999	http://bio2rdf.org/drugbank:DB00999
HYDROCODONE	http://www.drugbank.ca/drugs/DB00956	http://bio2rdf.org/drugbank:DB00956
HYDROCORTISONE	http://www.drugbank.ca/drugs/DB07886	http://bio2rdf.org/drugbank:DB07886
HYDROCORTISONE	http://www.drugbank.ca/drugs/DB00741	http://bio2rdf.org/drugbank:DB00741
HYDROFLUMETHIAZIDE	http://www.drugbank.ca/drugs/DB00774	http://bio2rdf.org/drugbank:DB00774
HYDROMORPHONE	http://www.drugbank.ca/drugs/DB00327	http://bio2rdf.org/drugbank:DB00327
HYDROXOCOBALAMIN	http://www.drugbank.ca/drugs/DB00200	http://bio2rdf.org/drugbank:DB00200
HYDROXYCHLOROQUINE	http://www.drugbank.ca/drugs/DB01611	http://bio2rdf.org/drugbank:DB01611
HYDROXYPROPYL CELLULOSE	http://www.drugbank.ca/drugs/DB00840	http://bio2rdf.org/drugbank:DB00840
HYDROXYUREA	http://www.drugbank.ca/drugs/DB01005	http://bio2rdf.org/drugbank:DB01005
HYDROXYZINE	http://www.drugbank.ca/drugs/DB00557	http://bio2rdf.org/drugbank:DB00557
HYOSCYAMINE	http://www.drugbank.ca/drugs/DB00424	http://bio2rdf.org/drugbank:DB00424
IBANDRONIC ACID	http://www.drugbank.ca/drugs/DB00710	http://bio2rdf.org/drugbank:DB00710
IBUPROFEN	http://www.drugbank.ca/drugs/DB01050	http://bio2rdf.org/drugbank:DB01050
IBUTILIDE	http://www.drugbank.ca/drugs/DB00308	http://bio2rdf.org/drugbank:DB00308
ICATIBANT	http://www.drugbank.ca/drugs/DB06196	http://bio2rdf.org/drugbank:DB06196
ICODEXTRIN	http://www.drugbank.ca/drugs/DB00702	http://bio2rdf.org/drugbank:DB00702
ICOSAPENT	http://www.drugbank.ca/drugs/DB00159	http://bio2rdf.org/drugbank:DB00159
IDARUBICIN	http://www.drugbank.ca/drugs/DB01177	http://bio2rdf.org/drugbank:DB01177
IDOXURIDINE	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
IDOXURIDINE	http://www.drugbank.ca/drugs/DB00249	http://bio2rdf.org/drugbank:DB00249
IDURSULFASE	http://www.drugbank.ca/drugs/DB01271	http://bio2rdf.org/drugbank:DB01271
IFOSFAMIDE	http://www.drugbank.ca/drugs/DB01181	http://bio2rdf.org/drugbank:DB01181
ILOPROST	http://www.drugbank.ca/drugs/DB01088	http://bio2rdf.org/drugbank:DB01088
IMATINIB	http://www.drugbank.ca/drugs/DB00619	http://bio2rdf.org/drugbank:DB00619
IMIGLUCERASE	http://www.drugbank.ca/drugs/DB00053	http://bio2rdf.org/drugbank:DB00053
IMIPENEM	http://www.drugbank.ca/drugs/DB01598	http://bio2rdf.org/drugbank:DB01598
IMIPENEM ANHYDROUS	http://www.drugbank.ca/drugs/DB01598	http://bio2rdf.org/drugbank:DB01598
IMIPRAMINE	http://www.drugbank.ca/drugs/DB00458	http://bio2rdf.org/drugbank:DB00458
IMIQUIMOD	http://www.drugbank.ca/drugs/DB00724	http://bio2rdf.org/drugbank:DB00724
INAMRINONE	http://www.drugbank.ca/drugs/DB01427	http://bio2rdf.org/drugbank:DB01427
INDACATEROL	http://www.drugbank.ca/drugs/DB05039	http://bio2rdf.org/drugbank:DB05039
INDAPAMIDE	http://www.drugbank.ca/drugs/DB00808	http://bio2rdf.org/drugbank:DB00808
INDINAVIR	http://www.drugbank.ca/drugs/DB00224	http://bio2rdf.org/drugbank:DB00224
INDOMETHACIN	http://www.drugbank.ca/drugs/DB00328	http://bio2rdf.org/drugbank:DB00328
INFLIXIMAB	http://www.drugbank.ca/drugs/DB00065	http://bio2rdf.org/drugbank:DB00065
INSULIN ASPART	http://www.drugbank.ca/drugs/DB01306	http://bio2rdf.org/drugbank:DB01306
INSULIN DETEMIR	http://www.drugbank.ca/drugs/DB01307	http://bio2rdf.org/drugbank:DB01307
INSULIN GLARGINE	http://www.drugbank.ca/drugs/DB00047	http://bio2rdf.org/drugbank:DB00047
INSULIN GLULISINE	http://www.drugbank.ca/drugs/DB01309	http://bio2rdf.org/drugbank:DB01309
INSULIN LISPRO	http://www.drugbank.ca/drugs/DB00046	http://bio2rdf.org/drugbank:DB00046
INTERFERON ALFA-2A	http://www.drugbank.ca/drugs/DB00034	http://bio2rdf.org/drugbank:DB00034
INTERFERON ALFA-2B	http://www.drugbank.ca/drugs/DB00105	http://bio2rdf.org/drugbank:DB00105
INTERFERON ALFACON-1	http://www.drugbank.ca/drugs/DB00069	http://bio2rdf.org/drugbank:DB00069
INTERFERON BETA-1A	http://www.drugbank.ca/drugs/DB00060	http://bio2rdf.org/drugbank:DB00060
INTERFERON BETA-1B	http://www.drugbank.ca/drugs/DB00068	http://bio2rdf.org/drugbank:DB00068
INTERFERON GAMMA-1B	http://www.drugbank.ca/drugs/DB00033	http://bio2rdf.org/drugbank:DB00033
IODIPAMIDE	http://www.drugbank.ca/drugs/DB04711	http://bio2rdf.org/drugbank:DB04711
IOHEXOL	http://www.drugbank.ca/drugs/DB01362	http://bio2rdf.org/drugbank:DB01362
IPRATROPIUM	http://www.drugbank.ca/drugs/DB00332	http://bio2rdf.org/drugbank:DB00332
IPRATROPIUM	http://www.drugbank.ca/drugs/DB00121	http://bio2rdf.org/drugbank:DB00121
IPRATROPIUM BROMIDE	http://www.drugbank.ca/drugs/DB00332	http://bio2rdf.org/drugbank:DB00332
IRBESARTAN	http://www.drugbank.ca/drugs/DB01029	http://bio2rdf.org/drugbank:DB01029
IRINOTECAN	http://www.drugbank.ca/drugs/DB00762	http://bio2rdf.org/drugbank:DB00762
IRON	http://www.drugbank.ca/drugs/DB01592	http://bio2rdf.org/drugbank:DB01592
IRON DEXTRAN	http://www.drugbank.ca/drugs/DB00893	http://bio2rdf.org/drugbank:DB00893
ISOCARBOXAZID	http://www.drugbank.ca/drugs/DB01247	http://bio2rdf.org/drugbank:DB01247
ISOFLURANE	http://www.drugbank.ca/drugs/DB00753	http://bio2rdf.org/drugbank:DB00753
ISOFLURANE	http://www.drugbank.ca/drugs/DB00142	http://bio2rdf.org/drugbank:DB00142
ISOLEUCINE	http://www.drugbank.ca/drugs/DB00167	http://bio2rdf.org/drugbank:DB00167
ISOMETHEPTENE	http://www.drugbank.ca/drugs/DB06706	http://bio2rdf.org/drugbank:DB06706
ISONIAZID	http://www.drugbank.ca/drugs/DB00951	http://bio2rdf.org/drugbank:DB00951
ISOPROTERENOL	http://www.drugbank.ca/drugs/DB01064	http://bio2rdf.org/drugbank:DB01064
ISOPROTERENOL	http://www.drugbank.ca/drugs/DB01119	http://bio2rdf.org/drugbank:DB01119
ISOSORBIDE DINITRATE	http://www.drugbank.ca/drugs/DB00883	http://bio2rdf.org/drugbank:DB00883
ISOSORBIDE MONONITRATE	http://www.drugbank.ca/drugs/DB01020	http://bio2rdf.org/drugbank:DB01020
ISOTRETINOIN	http://www.drugbank.ca/drugs/DB00982	http://bio2rdf.org/drugbank:DB00982
ISRADIPINE	http://www.drugbank.ca/drugs/DB00270	http://bio2rdf.org/drugbank:DB00270
ITRACONAZOLE	http://www.drugbank.ca/drugs/DB00322	http://bio2rdf.org/drugbank:DB00322
ITRACONAZOLE	http://www.drugbank.ca/drugs/DB01167	http://bio2rdf.org/drugbank:DB01167
IVACAFTOR	http://www.drugbank.ca/drugs/DB08820	http://bio2rdf.org/drugbank:DB08820
IVERMECTIN	http://www.drugbank.ca/drugs/DB00602	http://bio2rdf.org/drugbank:DB00602
IXABEPILONE	http://www.drugbank.ca/drugs/DB04845	http://bio2rdf.org/drugbank:DB04845
KANAMYCIN	http://www.drugbank.ca/drugs/DB00864	http://bio2rdf.org/drugbank:DB00864
KANAMYCIN	http://www.drugbank.ca/drugs/DB01172	http://bio2rdf.org/drugbank:DB01172
KAOLIN	http://www.drugbank.ca/drugs/DB01575	http://bio2rdf.org/drugbank:DB01575
KETAMINE	http://www.drugbank.ca/drugs/DB01221	http://bio2rdf.org/drugbank:DB01221
KETOCONAZOLE	http://www.drugbank.ca/drugs/DB01026	http://bio2rdf.org/drugbank:DB01026
KETOPROFEN	http://www.drugbank.ca/drugs/DB01009	http://bio2rdf.org/drugbank:DB01009
KETOROLAC	http://www.drugbank.ca/drugs/DB00465	http://bio2rdf.org/drugbank:DB00465
KETOROLAC TROMETHAMINE	http://www.drugbank.ca/drugs/DB00465	http://bio2rdf.org/drugbank:DB00465
KETOTIFEN	http://www.drugbank.ca/drugs/DB00920	http://bio2rdf.org/drugbank:DB00920
LABETALOL	http://www.drugbank.ca/drugs/DB00598	http://bio2rdf.org/drugbank:DB00598
LACTIC ACID	http://www.drugbank.ca/drugs/DB04398	http://bio2rdf.org/drugbank:DB04398
LACTULOSE	http://www.drugbank.ca/drugs/DB00581	http://bio2rdf.org/drugbank:DB00581
LAMIVUDINE	http://www.drugbank.ca/drugs/DB00709	http://bio2rdf.org/drugbank:DB00709
LAMOTRIGINE	http://www.drugbank.ca/drugs/DB00555	http://bio2rdf.org/drugbank:DB00555
LANSOPRAZOLE	http://www.drugbank.ca/drugs/DB00448	http://bio2rdf.org/drugbank:DB00448
LAPATINIB	http://www.drugbank.ca/drugs/DB01259	http://bio2rdf.org/drugbank:DB01259
LARONIDASE	http://www.drugbank.ca/drugs/DB00090	http://bio2rdf.org/drugbank:DB00090
LATANOPROST	http://www.drugbank.ca/drugs/DB00654	http://bio2rdf.org/drugbank:DB00654
LATANOPROST	http://www.drugbank.ca/drugs/DB00634	http://bio2rdf.org/drugbank:DB00634
LEFLUNOMIDE	http://www.drugbank.ca/drugs/DB01097	http://bio2rdf.org/drugbank:DB01097
LENALIDOMIDE	http://www.drugbank.ca/drugs/DB00480	http://bio2rdf.org/drugbank:DB00480
LEPIRUDIN	http://www.drugbank.ca/drugs/DB00001	http://bio2rdf.org/drugbank:DB00001
LETROZOLE	http://www.drugbank.ca/drugs/DB01006	http://bio2rdf.org/drugbank:DB01006
LEUCINE	http://www.drugbank.ca/drugs/DB00149	http://bio2rdf.org/drugbank:DB00149
LEUCINE	http://www.drugbank.ca/drugs/DB01746	http://bio2rdf.org/drugbank:DB01746
LEUCOVORIN	http://www.drugbank.ca/drugs/DB00650	http://bio2rdf.org/drugbank:DB00650
LEUCOVORIN	http://www.drugbank.ca/drugs/DB03256	http://bio2rdf.org/drugbank:DB03256
LEUCOVORIN CALCIUM	http://www.drugbank.ca/drugs/DB00650	http://bio2rdf.org/drugbank:DB00650
LEVETIRACETAM	http://www.drugbank.ca/drugs/DB01202	http://bio2rdf.org/drugbank:DB01202
LEVOBUNOLOL	http://www.drugbank.ca/drugs/DB01210	http://bio2rdf.org/drugbank:DB01210
LEVOCABASTINE	http://www.drugbank.ca/drugs/DB01106	http://bio2rdf.org/drugbank:DB01106
LEVOCARNITINE	http://www.drugbank.ca/drugs/DB00583	http://bio2rdf.org/drugbank:DB00583
LEVODOPA	http://www.drugbank.ca/drugs/DB01235	http://bio2rdf.org/drugbank:DB01235
LEVOFLOXACIN	http://www.drugbank.ca/drugs/DB01137	http://bio2rdf.org/drugbank:DB01137
LEVOMENTHOL	http://www.drugbank.ca/drugs/DB00825	http://bio2rdf.org/drugbank:DB00825
LEVONORDEFRIN	http://www.drugbank.ca/drugs/DB06707	http://bio2rdf.org/drugbank:DB06707
LEVONORGESTREL	http://www.drugbank.ca/drugs/DB00367	http://bio2rdf.org/drugbank:DB00367
LEVORPHANOL	http://www.drugbank.ca/drugs/DB00854	http://bio2rdf.org/drugbank:DB00854
LEVOTHYROXINE	http://www.drugbank.ca/drugs/DB00451	http://bio2rdf.org/drugbank:DB00451
LIDOCAINE	http://www.drugbank.ca/drugs/DB00281	http://bio2rdf.org/drugbank:DB00281
LINCOMYCIN	http://www.drugbank.ca/drugs/DB01627	http://bio2rdf.org/drugbank:DB01627
LINDANE	http://www.drugbank.ca/drugs/DB00431	http://bio2rdf.org/drugbank:DB00431
LINEZOLID	http://www.drugbank.ca/drugs/DB00601	http://bio2rdf.org/drugbank:DB00601
LINOLENIC ACID	http://www.drugbank.ca/drugs/DB00160	http://bio2rdf.org/drugbank:DB00160
LINOLENIC ACID	http://www.drugbank.ca/drugs/DB00132	http://bio2rdf.org/drugbank:DB00132
LIOTHYRONINE	http://www.drugbank.ca/drugs/DB00279	http://bio2rdf.org/drugbank:DB00279
LIRAGLUTIDE	http://www.drugbank.ca/drugs/DB06655	http://bio2rdf.org/drugbank:DB06655
LISDEXAMFETAMINE	http://www.drugbank.ca/drugs/DB01255	http://bio2rdf.org/drugbank:DB01255
LISINOPRIL	http://www.drugbank.ca/drugs/DB00722	http://bio2rdf.org/drugbank:DB00722
LISINOPRIL ANHYDROUS	http://www.drugbank.ca/drugs/DB00722	http://bio2rdf.org/drugbank:DB00722
LITHIUM	http://www.drugbank.ca/drugs/DB01356	http://bio2rdf.org/drugbank:DB01356
LITHIUM CATION	http://www.drugbank.ca/drugs/DB01356	http://bio2rdf.org/drugbank:DB01356
LOMEFLOXACIN	http://www.drugbank.ca/drugs/DB00978	http://bio2rdf.org/drugbank:DB00978
LOMUSTINE	http://www.drugbank.ca/drugs/DB01206	http://bio2rdf.org/drugbank:DB01206
LOPERAMIDE	http://www.drugbank.ca/drugs/DB00836	http://bio2rdf.org/drugbank:DB00836
LOPINAVIR	http://www.drugbank.ca/drugs/DB01601	http://bio2rdf.org/drugbank:DB01601
LORATADINE	http://www.drugbank.ca/drugs/DB00455	http://bio2rdf.org/drugbank:DB00455
LORAZEPAM	http://www.drugbank.ca/drugs/DB00186	http://bio2rdf.org/drugbank:DB00186
LOSARTAN	http://www.drugbank.ca/drugs/DB00678	http://bio2rdf.org/drugbank:DB00678
LOTEPREDNOL	http://www.drugbank.ca/drugs/DB00873	http://bio2rdf.org/drugbank:DB00873
LOTEPREDNOL ETABONATE	http://www.drugbank.ca/drugs/DB00873	http://bio2rdf.org/drugbank:DB00873
LOVASTATIN	http://www.drugbank.ca/drugs/DB00227	http://bio2rdf.org/drugbank:DB00227
LOXAPINE	http://www.drugbank.ca/drugs/DB00408	http://bio2rdf.org/drugbank:DB00408
LUBIPROSTONE	http://www.drugbank.ca/drugs/DB01046	http://bio2rdf.org/drugbank:DB01046
LUMEFANTRINE	http://www.drugbank.ca/drugs/DB06708	http://bio2rdf.org/drugbank:DB06708
LUTROPIN ALFA	http://www.drugbank.ca/drugs/DB00044	http://bio2rdf.org/drugbank:DB00044
MAGNESIUM	http://www.drugbank.ca/drugs/DB01378	http://bio2rdf.org/drugbank:DB01378
MAGNESIUM OXIDE	http://www.drugbank.ca/drugs/DB01377	http://bio2rdf.org/drugbank:DB01377
MAGNESIUM SALICYLATE	http://www.drugbank.ca/drugs/DB01397	http://bio2rdf.org/drugbank:DB01397
MALATHION	http://www.drugbank.ca/drugs/DB00772	http://bio2rdf.org/drugbank:DB00772
MANNITOL	http://www.drugbank.ca/drugs/DB00742	http://bio2rdf.org/drugbank:DB00742
MAPROTILINE	http://www.drugbank.ca/drugs/DB00934	http://bio2rdf.org/drugbank:DB00934
MARAVIROC	http://www.drugbank.ca/drugs/DB04835	http://bio2rdf.org/drugbank:DB04835
MEBENDAZOLE	http://www.drugbank.ca/drugs/DB00643	http://bio2rdf.org/drugbank:DB00643
MECAMYLAMINE	http://www.drugbank.ca/drugs/DB00657	http://bio2rdf.org/drugbank:DB00657
MECASERMIN	http://www.drugbank.ca/drugs/DB01277	http://bio2rdf.org/drugbank:DB01277
MECHLORETHAMINE	http://www.drugbank.ca/drugs/DB00888	http://bio2rdf.org/drugbank:DB00888
MECLIZINE	http://www.drugbank.ca/drugs/DB00737	http://bio2rdf.org/drugbank:DB00737
MECLOFENAMIC ACID	http://www.drugbank.ca/drugs/DB00939	http://bio2rdf.org/drugbank:DB00939
MEDROXYPROGESTERONE	http://www.drugbank.ca/drugs/DB00603	http://bio2rdf.org/drugbank:DB00603
MEDRYSONE	http://www.drugbank.ca/drugs/DB00253	http://bio2rdf.org/drugbank:DB00253
MEFENAMIC ACID	http://www.drugbank.ca/drugs/DB00784	http://bio2rdf.org/drugbank:DB00784
MEFLOQUINE	http://www.drugbank.ca/drugs/DB00358	http://bio2rdf.org/drugbank:DB00358
MEGESTROL	http://www.drugbank.ca/drugs/DB00351	http://bio2rdf.org/drugbank:DB00351
MELOXICAM	http://www.drugbank.ca/drugs/DB00814	http://bio2rdf.org/drugbank:DB00814
MELPHALAN	http://www.drugbank.ca/drugs/DB01042	http://bio2rdf.org/drugbank:DB01042
MEMANTINE	http://www.drugbank.ca/drugs/DB01043	http://bio2rdf.org/drugbank:DB01043
MENTHOL	http://www.drugbank.ca/drugs/DB00825	http://bio2rdf.org/drugbank:DB00825
MEPENZOLATE	http://www.drugbank.ca/drugs/DB04843	http://bio2rdf.org/drugbank:DB04843
MEPERIDINE	http://www.drugbank.ca/drugs/DB00454	http://bio2rdf.org/drugbank:DB00454
MEPHENYTOIN	http://www.drugbank.ca/drugs/DB00532	http://bio2rdf.org/drugbank:DB00532
MEPIVACAINE	http://www.drugbank.ca/drugs/DB00961	http://bio2rdf.org/drugbank:DB00961
MEPROBAMATE	http://www.drugbank.ca/drugs/DB00371	http://bio2rdf.org/drugbank:DB00371
MERCAPTOPURINE	http://www.drugbank.ca/drugs/DB01033	http://bio2rdf.org/drugbank:DB01033
MERCAPTOPURINE ANHYDROUS	http://www.drugbank.ca/drugs/DB01033	http://bio2rdf.org/drugbank:DB01033
MEROPENEM	http://www.drugbank.ca/drugs/DB00760	http://bio2rdf.org/drugbank:DB00760
MESALAMINE	http://www.drugbank.ca/drugs/DB00244	http://bio2rdf.org/drugbank:DB00244
MESORIDAZINE	http://www.drugbank.ca/drugs/DB00933	http://bio2rdf.org/drugbank:DB00933
MESTRANOL	http://www.drugbank.ca/drugs/DB01357	http://bio2rdf.org/drugbank:DB01357
METAPROTERENOL	http://www.drugbank.ca/drugs/ 	http://bio2rdf.org/drugbank: 
METAPROTERENOL	http://www.drugbank.ca/drugs/DB00816	http://bio2rdf.org/drugbank:DB00816
METAXALONE	http://www.drugbank.ca/drugs/DB00660	http://bio2rdf.org/drugbank:DB00660
METFORMIN	http://www.drugbank.ca/drugs/DB00331	http://bio2rdf.org/drugbank:DB00331
METHADONE	http://www.drugbank.ca/drugs/DB00333	http://bio2rdf.org/drugbank:DB00333
METHAMPHETAMINE	http://www.drugbank.ca/drugs/DB01577	http://bio2rdf.org/drugbank:DB01577
METHAZOLAMIDE	http://www.drugbank.ca/drugs/DB00703	http://bio2rdf.org/drugbank:DB00703
METHIMAZOLE	http://www.drugbank.ca/drugs/DB00763	http://bio2rdf.org/drugbank:DB00763
METHIONINE	http://www.drugbank.ca/drugs/DB00134	http://bio2rdf.org/drugbank:DB00134
METHOCARBAMOL	http://www.drugbank.ca/drugs/DB00423	http://bio2rdf.org/drugbank:DB00423
METHOHEXITAL	http://www.drugbank.ca/drugs/DB00474	http://bio2rdf.org/drugbank:DB00474
METHOTREXATE	http://www.drugbank.ca/drugs/DB00563	http://bio2rdf.org/drugbank:DB00563
METHOXSALEN	http://www.drugbank.ca/drugs/DB00553	http://bio2rdf.org/drugbank:DB00553
METHSCOPOLAMINE	http://www.drugbank.ca/drugs/DB00462	http://bio2rdf.org/drugbank:DB00462
METHSCOPOLAMINE BROMIDE	http://www.drugbank.ca/drugs/DB00462	http://bio2rdf.org/drugbank:DB00462
METHSUXIMIDE	http://www.drugbank.ca/drugs/DB05246	http://bio2rdf.org/drugbank:DB05246
METHYCLOTHIAZIDE	http://www.drugbank.ca/drugs/DB00232	http://bio2rdf.org/drugbank:DB00232
METHYL AMINOLEVULINATE	http://www.drugbank.ca/drugs/DB00992	http://bio2rdf.org/drugbank:DB00992
METHYLCOBALAMIN	http://www.drugbank.ca/drugs/DB03614	http://bio2rdf.org/drugbank:DB03614
METHYLDOPA	http://www.drugbank.ca/drugs/DB00968	http://bio2rdf.org/drugbank:DB00968
METHYLDOPA ANHYDROUS	http://www.drugbank.ca/drugs/DB00968	http://bio2rdf.org/drugbank:DB00968
METHYLERGONOVINE	http://www.drugbank.ca/drugs/DB00353	http://bio2rdf.org/drugbank:DB00353
METHYLHOMATROPINE	http://www.drugbank.ca/drugs/DB00725	http://bio2rdf.org/drugbank:DB00725
METHYLPHENIDATE	http://www.drugbank.ca/drugs/DB00422	http://bio2rdf.org/drugbank:DB00422
METHYLPREDNISOLONE	http://www.drugbank.ca/drugs/DB00959	http://bio2rdf.org/drugbank:DB00959
METHYLTESTOSTERONE	http://www.drugbank.ca/drugs/DB06710	http://bio2rdf.org/drugbank:DB06710
METHYSERGIDE	http://www.drugbank.ca/drugs/DB00247	http://bio2rdf.org/drugbank:DB00247
METIPRANOLOL	http://www.drugbank.ca/drugs/DB01214	http://bio2rdf.org/drugbank:DB01214
METOCLOPRAMIDE	http://www.drugbank.ca/drugs/DB01233	http://bio2rdf.org/drugbank:DB01233
METOLAZONE	http://www.drugbank.ca/drugs/DB00524	http://bio2rdf.org/drugbank:DB00524
METOPROLOL	http://www.drugbank.ca/drugs/DB00264	http://bio2rdf.org/drugbank:DB00264
METRONIDAZOLE	http://www.drugbank.ca/drugs/DB00916	http://bio2rdf.org/drugbank:DB00916
METYRAPONE	http://www.drugbank.ca/drugs/DB01011	http://bio2rdf.org/drugbank:DB01011
METYROSINE	http://www.drugbank.ca/drugs/DB00765	http://bio2rdf.org/drugbank:DB00765
MEXILETINE	http://www.drugbank.ca/drugs/DB00379	http://bio2rdf.org/drugbank:DB00379
MICAFUNGIN	http://www.drugbank.ca/drugs/DB01141	http://bio2rdf.org/drugbank:DB01141
MICONAZOLE	http://www.drugbank.ca/drugs/DB01110	http://bio2rdf.org/drugbank:DB01110
MICONAZOLE NITRATE	http://www.drugbank.ca/drugs/DB01110	http://bio2rdf.org/drugbank:DB01110
MIDAZOLAM	http://www.drugbank.ca/drugs/DB00683	http://bio2rdf.org/drugbank:DB00683
MIDODRINE	http://www.drugbank.ca/drugs/DB00211	http://bio2rdf.org/drugbank:DB00211
MIFEPRISTONE	http://www.drugbank.ca/drugs/DB00834	http://bio2rdf.org/drugbank:DB00834
MIGLITOL	http://www.drugbank.ca/drugs/DB00491	http://bio2rdf.org/drugbank:DB00491
MIGLUSTAT	http://www.drugbank.ca/drugs/DB00419	http://bio2rdf.org/drugbank:DB00419
MILNACIPRAN	http://www.drugbank.ca/drugs/DB04896	http://bio2rdf.org/drugbank:DB04896
MILRINONE	http://www.drugbank.ca/drugs/DB00235	http://bio2rdf.org/drugbank:DB00235
MINOCYCLINE	http://www.drugbank.ca/drugs/DB01017	http://bio2rdf.org/drugbank:DB01017
MINOXIDIL	http://www.drugbank.ca/drugs/DB00350	http://bio2rdf.org/drugbank:DB00350
MIRTAZAPINE	http://www.drugbank.ca/drugs/DB00370	http://bio2rdf.org/drugbank:DB00370
MISOPROSTOL	http://www.drugbank.ca/drugs/DB00929	http://bio2rdf.org/drugbank:DB00929
MITOMYCIN	http://www.drugbank.ca/drugs/DB00305	http://bio2rdf.org/drugbank:DB00305
MITOTANE	http://www.drugbank.ca/drugs/DB00648	http://bio2rdf.org/drugbank:DB00648
MITOXANTRONE	http://www.drugbank.ca/drugs/DB01204	http://bio2rdf.org/drugbank:DB01204
MIVACURIUM	http://www.drugbank.ca/drugs/DB01226	http://bio2rdf.org/drugbank:DB01226
